	Assay	Cell Type	Molecule
2160	CHIP	thyroid gland male adult (37 years)	H3K36me3
2161	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-NFIA
2162	CHIP	foreskin melanocyte male newborn	H3K27ac
2163	CHIP	HCT116	H2AFZ
2164	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF292
2165	CHIP	stomach male adult (37 years)	EP300
2166	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB26
2167	CHIP	esophagus muscularis mucosa female adult (53 years)	H3K4me1
2168	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K9me3
2169	CHIP	kidney male adult (67 years)	H3K27ac
2170	CHIP	liver male adult (31 year)	H3K27ac
2171	CHIP	foreskin melanocyte male newborn	H3K27me3
2172	CHIP	K562	ZBTB2
2173	CHIP	heart left ventricle male child (3 years)	H3K4me1
2174	CHIP	H9	H3K4ac
2175	CHIP	liver female child (4 years)	RAD21
2176	CHIP	MCF-7	ARID3A
2177	CHIP	CD8-positive, alpha-beta T cell	H3K4me3
2178	CHIP	MCF-7	ZBTB33
2179	CHIP	HEK293T	PKNOX1
2180	CHIP	tibial artery female adult (53 years)	H3K4me1
2181	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF670
2182	CHIP	spleen male adult (37 years)	CTCF
2183	CHIP	MCF-7	DPF2
2184	CHIP	adrenal gland male adult (34 years)	H3K4me3
2185	CHIP	iPS-18a female adult (48 years)	H3K4me1
2186	CHIP	ectodermal cell originated from embryonic stem cell	H3K9me3
2187	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-NFKBIZ
2188	CHIP	spleen male adult (34 years)	H3K27ac
2189	CHIP	CD14-positive monocyte male adult (21 year)	H3K9me3
2190	CHIP	iPS-15b female adult (48 years)	H3K4me3
2191	CHIP	transverse colon female adult (53 years)	CTCF
2192	CHIP	GM23338 male adult (53 years) originated from GM23248	H3K36me3
2193	CHIP	HUES6	H3K36me3
2194	CHIP	small intestine male embryo (108 days)	H3K4me3
2195	CHIP	HEK293T	CTBP1
2196	CHIP	K562	ZBTB40
2197	CHIP	skeletal muscle tissue	H3K4me3
2198	CHIP	HepG2	TBX3
2199	CHIP	neural stem progenitor cell originated from H9	H3K36me3
2200	CHIP	CD4-positive, alpha-beta memory T cell	H3K9me3
2201	CHIP	K562 genetically modified using stable transfection	eGFP-FOSL1
2202	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K36me3
2203	CHIP	HCT116	CTCF
2204	CHIP	HEK293T	LEF1
2205	CHIP	lung female embryo (120 days)	H3K36me3
2206	CHIP	chorion female embryo (40 weeks)	H3K27me3
2207	CHIP	K562	AFF1
2208	CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K9me3
2209	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF770
2210	CHIP	OCI-LY7	H3K36me3
2211	CHIP	PC-9	CTCF
2212	CHIP	HepG2	PRPF4
2213	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K9ac
2214	CHIP	chorion female embryo (40 weeks)	H3K4me1
2215	CHIP	CD14-positive monocyte male adult (21 year)	H3K36me3
2216	CHIP	sigmoid colon female adult (51 year)	EP300
2217	CHIP	psoas muscle male child (3 years)	H3K4me3
2218	CHIP	stomach male child (3 years)	H3K4me1
2219	CHIP	duodenal mucosa male adult (76 years)	H3K36me3
2220	CHIP	common myeloid progenitor, CD34-positive male adult (42 years)	H3K9me3
2221	CHIP	duodenal mucosa male adult (76 years)	H3K4me1
2222	CHIP	22Rv1	ZFX
2223	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K9me3
2224	CHIP	HepG2	CCAR2
2225	CHIP	MCF-7	NFRKB
2226	CHIP	IMR-90	H2BK5ac
2227	CHIP	ascending aorta female adult (53 years)	H3K36me3
2228	CHIP	amnion male embryo (16 weeks)	H3K4me1
2229	CHIP	K562	ZNF592
2230	CHIP	uterus female adult (53 years)	H3K27ac
2231	CHIP	Parathyroid adenoma male adult (65 years)	H2AFZ
2232	CHIP	spleen male child (3 years)	H3K9me3
2233	CHIP	GM23338 male adult (53 years) originated from GM23248	H3K4me1
2234	CHIP	psoas muscle female adult (30 years)	H3K27ac
2235	CHIP	mesenchymal stem cell originated from H1-hESC	H2BK12ac
2236	CHIP	GM12878	SMAD5
2237	CHIP	hepatocyte originated from H9	CTCF
2238	CHIP	lower leg skin male adult (54 years)	CTCF
2239	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZSCAN21
2240	CHIP	middle frontal area 46 female adult (75 years)	H3K4me1
2241	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ATF1
2242	CHIP	mucosa of rectum female adult (50 years)	H3K9me3
2243	CHIP	neural stem progenitor cell originated from H1-hESC	H3K4me1
2244	CHIP	neutrophil male	H3K27me3
2245	CHIP	liver female child (6 years) and male adult (32 years)	CTCF
2246	CHIP	neural stem progenitor cell originated from H1-hESC	H3K36me3
2247	CHIP	Parathyroid adenoma male adult (62 years)	H2AFZ
2248	CHIP	neural progenitor cell originated from H9	H3K9me3
2249	CHIP	stomach male adult (34 years)	H3K4me1
2250	CHIP	K562 genetically modified using stable transfection	eGFP-ZNF83
2251	CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K9me3
2252	CHIP	HepG2	SFPQ
2253	CHIP	vagina female adult (53 years)	H3K4me3
2254	CHIP	neural stem progenitor cell originated from H1-hESC	H4K91ac
2255	CHIP	H9	H2BK120ac
2256	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-MBD1
2257	CHIP	HepG2	MNT
2258	CHIP	smooth muscle cell originated from H9	CTCF
2259	CHIP	spinal cord female embryo (108 days)	H3K9me3
2260	CHIP	HUES48	H3K27me3
2261	CHIP	mesenchymal stem cell originated from adipose tissue	H3K27me3
2262	CHIP	angular gyrus male adult (81 year)	H3K4me1
2263	CHIP	K562 genetically modified using stable transfection	eGFP-PBX2
2264	CHIP	iPS DF 6.9 male newborn	H3K4me3
2265	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	H3K36me3
2266	CHIP	CD4-positive, alpha-beta T cell	H3K4me3
2267	CHIP	muscle layer of duodenum male adult (59 years)	H3K4me3
2268	CHIP	K562	THRA
2269	CHIP	GM23338 male adult (53 years) originated from GM23248	POU5F1
2270	CHIP	caudate nucleus female adult (75 years)	H3K4me1
2271	CHIP	VCaP	CTCF
2272	CHIP	H9	H2AFZ
2273	CHIP	body of pancreas male adult (54 years)	CTCF
2274	CHIP	MCF-7 genetically modified using stable transfection	eGFP-KLF4
2275	CHIP	thyroid gland male adult (37 years)	H3K9me3
2276	CHIP	liver male adult (31 year)	H3K27me3
2277	CHIP	spleen male adult (54 years)	POLR2A
2278	CHIP	HepG2	FOXA1
2279	CHIP	Loucy	H3F3A
2280	CHIP	neutrophil	H3K27ac
2281	CHIP	foreskin keratinocyte male newborn	H3K27me3
2282	CHIP	common myeloid progenitor, CD34-positive male adult (36 years)	H3K36me3
2283	CHIP	ovary female adult (30 years)	H3K27ac
2284	CHIP	K562	SRSF3
2285	CHIP	sigmoid colon female adult (53 years)	H3K27ac
2286	CHIP	stomach male child (3 years)	H3K36me3
2287	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-GABPA
2288	CHIP	cardiac muscle cell	H3K9me3
2289	CHIP	suprapubic skin male adult (37 years)	EP300
2290	CHIP	small intestine female adult (30 years)	H3K9me3
2291	CHIP	H1-hESC	H3K4me1
2292	CHIP	stomach smooth muscle female adult (84 years)	H3K36me3
2293	CHIP	K562	CBX5
2294	CHIP	endodermal cell originated from HUES64	H3K27me3
2295	CHIP	placenta male embryo (16 weeks)	H3K27me3
2296	CHIP	colonic mucosa female adult (73 years)	H3K4me1
2297	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF776
2298	CHIP	neural progenitor cell originated from H9	H3K4me1
2299	CHIP	SK-N-SH	CHD2
2300	CHIP	IMR-90	H2BK15ac
2301	CHIP	liver male adult (78 years)	H3K27me3
2302	CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K4me3
2303	CHIP	mucosa of rectum female adult (50 years)	H3K9ac
2304	CHIP	PC-3	H3K4me3
2305	CHIP	mucosa of rectum female adult (50 years)	H3K4me3
2306	CHIP	H9	H3K4me1
2307	CHIP	cardiac muscle cell	H3K4me1
2308	CHIP	iPS-15b female adult (48 years)	H3K4me1
2309	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K9me3
2310	CHIP	MCF-7	ZBTB7B
2311	CHIP	K562 genetically modified using stable transfection	eGFP-ETV1
2312	CHIP	neural stem progenitor cell originated from H1-hESC	H4K8ac
2313	CHIP	A549	ZC3H11A
2314	CHIP	psoas muscle male child (3 years)	H3K36me3
2315	CHIP	HepG2	HDAC6
2316	CHIP	HepG2	IKZF1
2317	CHIP	GM12878	NBN
2318	CHIP	radial glial cell genetically modified using stable transfection originated from H9	H3K4me1
2319	CHIP	MCF-7	SIX4
2320	CHIP	DOHH2	H4K20me1
2321	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF677
2322	CHIP	C4-2B	H3K27ac
2323	CHIP	esophagus female adult (30 years)	H3K36me3
2324	CHIP	H9	H3K79me1
2325	CHIP	heart embryo (101 day)	H3K27me3
2326	CHIP	H9	H3K23ac
2327	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF660
2328	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF133
2329	CHIP	IMR-90	H3K14ac
2330	CHIP	K562	ZBTB8A
2331	CHIP	K562	POLR2G
2332	CHIP	rectal smooth muscle tissue female adult (50 years)	H3K27me3
2333	CHIP	foreskin fibroblast male newborn	H3K27me3
2334	CHIP	K562	ZBED1
2335	CHIP	layer of hippocampus female adult (75 years)	H3K36me3
2336	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K9me3
2337	CHIP	muscle layer of duodenum male adult (73 years)	H3K36me3
2338	CHIP	SK-N-MC	H3K4me3
2339	CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K4me3
2340	CHIP	MCF-7	MAZ
2341	CHIP	K562	LARP7
2342	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF354C
2343	CHIP	hepatocyte originated from H9	H4K20me1
2344	CHIP	spleen female adult (53 years)	POLR2A
2345	CHIP	mid-neurogenesis radial glial cells genetically modified using stable transfection NONE and originated from H9	H3K4me1
2346	CHIP	K562 genetically modified using stable transfection	eGFP-GABPA
2347	CHIP	upper lobe of left lung male adult (54 years)	EP300
2348	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-MAZ
2349	CHIP	B cell female adult (27 years)	H3K4me1
2350	CHIP	liver female child (4 years)	EGR1
2351	CHIP	effector memory CD4-positive, alpha-beta T cell	H3K4me3
2352	CHIP	endocrine pancreas male adult (46 years)	H3K4me1
2353	CHIP	regulatory T cell originated from blood cell	H3K36me3
2354	CHIP	neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K4me3
2355	CHIP	GM23338 male adult (53 years) originated from GM23248	H4K20me1
2356	CHIP	GM12878	MTA2
2357	CHIP	luminal epithelial cell of mammary gland female adult (33 years)	H3K4me1
2358	CHIP	colonic mucosa female adult (73 years)	H3K9me3
2359	CHIP	A549	ZFP36
2360	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K4me3
2361	CHIP	H9	H3K18ac
2362	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF777
2363	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF213
2364	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K27me3
2365	CHIP	K562	HNRNPUL1
2366	CHIP	mesendoderm originated from H1-hESC	H2BK15ac
2367	CHIP	liver female child (4 years)	HNF4G
2368	CHIP	SK-N-SH	EZH2phosphoT487
2369	CHIP	muscle layer of duodenum male adult (59 years)	H3K36me3
2370	CHIP	K562	NCOR1
2371	CHIP	thymus male child (3 years)	H3K9me3
2372	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-MZF1
2373	CHIP	breast epithelium female adult (53 years)	POLR2A
2374	CHIP	suprapubic skin female adult (51 year)	EP300
2375	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K4me1
2376	CHIP	H1-hESC	H3K79me2
2377	CHIP	smooth muscle cell originated from H9	H2AFZ
2378	CHIP	K562	FOXK2
2379	CHIP	RWPE1	CTCF
2380	CHIP	thymus male child (3 years)	H3K27ac
2381	CHIP	caudate nucleus male adult (81 year)	H3K4me1
2382	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-IKZF3
2383	CHIP	breast epithelium female adult (51 year)	POLR2A
2384	CHIP	breast epithelium female adult (53 years)	CTCF
2385	CHIP	mucosa of rectum female adult (50 years)	H3K27ac
2386	CHIP	Karpas-422	H3K4me1
2387	CHIP	esophagus male adult (34 years)	H3K4me1
2388	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF680
2389	CHIP	SU-DHL-6	H3K27ac
2390	CHIP	iPS DF 19.11 male newborn	H3K4me1
2391	CHIP	body of pancreas male adult (37 years)	CTCF
2392	CHIP	thymus female embryo (110 days)	H3K4me3
2393	CHIP	MCF-7	ZBTB1
2394	CHIP	liver male adult (32 years)	FOXA2
2395	CHIP	ACC112	H2AFZ
2396	CHIP	common myeloid progenitor, CD34-positive	H3K27me3
2397	CHIP	middle frontal area 46 male adult (81 year)	H3K27me3
2398	CHIP	fibroblast of breast female adult (26 years)	H3K9me3
2399	CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K27me3
2400	CHIP	placental basal plate female embryo (40 weeks)	H3K36me3
2401	CHIP	sigmoid colon female adult (53 years)	EP300
2402	CHIP	substantia nigra male adult (81 year)	H3K36me3
2403	CHIP	GM23338 male adult (53 years) originated from GM23248	H3F3A
2404	CHIP	chorionic villus embryo (16 weeks)	H3K4me3
2405	CHIP	HepG2	FIP1L1
2406	CHIP	K562 genetically modified using stable transfection	eGFP-PTTG1
2407	CHIP	CD4-positive, alpha-beta memory T cell	H3K27ac
2408	CHIP	tibial nerve female adult (53 years)	H3K4me3
2409	CHIP	neuron originated from H9	H3K4me3
2410	CHIP	HUES6	H3K27ac
2411	CHIP	HepG2	HNRNPL
2412	CHIP	pancreas female adult (30 years)	H3K4me3
2413	CHIP	LNCAP	CTCF
2414	CHIP	K562	CHAMP1
2415	CHIP	SU-DHL-6	H3K36me3
2416	CHIP	HUES64	H3K9me3
2417	CHIP	kidney female embryo (120 days)	H3K9ac
2418	CHIP	Karpas-422	H2AFZ
2419	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K9me3
2420	CHIP	thoracic aorta male adult (54 years)	H3K27ac
2421	CHIP	MCF-7	ZBTB40
2422	CHIP	angular gyrus male adult (81 year)	H3K9me3
2423	CHIP	chorionic villus male embryo (38 weeks)	H3K4me3
2424	CHIP	A549	EHMT2
2425	CHIP	layer of hippocampus male adult (73 years)	H3K27ac
2426	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB21
2427	CHIP	sigmoid colon male child (3 years)	H3K4me3
2428	CHIP	lung female embryo (85 days)	H3K9me3
2429	CHIP	K562	ZEB2
2430	CHIP	colonic mucosa female adult (56 years)	H3K4me3
2431	CHIP	sigmoid colon female adult (53 years)	POLR2A
2432	CHIP	H1-hESC	H3K4me2
2433	CHIP	aorta female adult (30 years)	H3K27ac
2434	CHIP	cingulate gyrus female adult (75 years)	H3K36me3
2435	CHIP	foreskin melanocyte male newborn	H3K36me3
2436	CHIP	endocrine pancreas male adult (45 years)	H3K27ac
2437	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-OSR2
2438	CHIP	liver female child (4 years)	FOXA1
2439	CHIP	H9	H3K36me3
2440	CHIP	fibroblast of breast female adult (17 years)	H3K4me1
2441	CHIP	K562	NR3C1
2442	CHIP	K562	POLR2B
2443	CHIP	aorta male adult (34 years)	H3K4me1
2444	CHIP	H1-hESC	H3K23me2
2445	CHIP	mesendoderm originated from H1-hESC	H2BK5ac
2446	CHIP	NCI-H929	H3K9ac
2447	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-PAF1
2448	CHIP	colonic mucosa female adult (73 years)	H3K27ac
2449	CHIP	GM23248	H3K9me2
2450	CHIP	muscle layer of colon female adult (77 years)	H3K9me3
2451	CHIP	colonic mucosa female adult (56 years)	H3K9ac
2452	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF335
2453	CHIP	skeletal muscle tissue	H3K27me3
2454	CHIP	skeletal muscle tissue female adult (72 years)	H3K27ac
2455	CHIP	MCF-7	DDX20
2456	CHIP	GM12878	RBBP5
2457	CHIP	small intestine male embryo (108 days)	H3K4me1
2458	CHIP	GM12878	HDAC2
2459	CHIP	K562	NKRF
2460	CHIP	kidney male adult (50 years)	H3K36me3
2461	CHIP	K562	ZBTB11
2462	CHIP	GM12878	GABPA
2463	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-CREB1
2464	CHIP	OCI-LY7	H2AFZ
2465	CHIP	GM12878	STAT1
2466	CHIP	H9	H2AK5ac
2467	CHIP	HCT116	H3K4me3
2468	CHIP	CD4-positive, alpha-beta memory T cell	H3K9me3
2469	CHIP	adrenal gland female adult (30 years)	H3K4me1
2470	CHIP	K562	ZNF318
2471	CHIP	HepG2	SP1
2472	CHIP	HUES48	H3K9ac
2473	CHIP	Parathyroid adenoma male adult (65 years)	H3K9ac
2474	CHIP	K562	SKIL
2475	CHIP	Parathyroid adenoma male adult (65 years)	CTCF
2476	CHIP	mucosa of rectum female adult (61 year)	H3K27me3
2477	CHIP	heart left ventricle female adult (53 years)	POLR2A
2478	CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K4me1
2479	CHIP	MCF-7	ESRRA
2480	CHIP	HepG2	HDAC2
2481	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SCRT2
2482	CHIP	liver male adult (32 years)	NR2F2
2483	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF248
2484	CHIP	NCI-H929	H3K79me2
2485	CHIP	HepG2	RBM39
2486	CHIP	stomach smooth muscle female adult (84 years)	H3K4me1
2487	CHIP	stomach smooth muscle male adult (59 years)	H3K9ac
2488	CHIP	PC-3	H3K9me3
2489	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-KAT7
2490	CHIP	angular gyrus male adult (81 year)	H3K36me3
2491	CHIP	small intestine male child (3 years)	H3K27me3
2492	CHIP	common myeloid progenitor, CD34-positive female adult (27 years)	H3K4me1
2493	CHIP	HeLa-S3	H3K4me3
2494	CHIP	hepatocyte originated from H9	EZH2phosphoT487
2495	CHIP	GM12878	BCLAF1
2496	CHIP	K562	LEF1
2497	CHIP	K562	CC2D1A
2498	CHIP	coronary artery female adult (53 years)	H3K4me3
2499	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF596
2500	CHIP	right lobe of liver female adult (53 years)	H3K4me3
2501	CHIP	skeletal muscle tissue male adult (54 years)	H3K27me3
2502	CHIP	foreskin fibroblast male newborn	H3K4me1
2503	CHIP	rectal smooth muscle tissue female adult (50 years)	H3K9ac
2504	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K36me3
2505	CHIP	placental basal plate male embryo (38 weeks)	H3K4me3
2506	CHIP	liver female child (4 years)	ZBTB33
2507	CHIP	breast epithelium male adult (37 years)	EP300
2508	CHIP	foreskin fibroblast male newborn	H3K4me1
2509	CHIP	skeletal muscle tissue male adult (54 years)	H3K4me3
2510	CHIP	fibroblast of breast female adult (26 years)	H3K27ac
2511	CHIP	GM12878	CEBPZ
2512	CHIP	MCF-7	MTA1
2513	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP41
2514	CHIP	body of pancreas male adult (54 years)	H3K4me1
2515	CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K9ac
2516	CHIP	middle frontal area 46 female adult (75 years)	H3K9me3
2517	CHIP	K562	NCOA2
2518	CHIP	foreskin melanocyte male newborn	H3K4me3
2519	CHIP	liver female child (4 years)	GABPA
2520	CHIP	spleen female adult (51 year)	POLR2AphosphoS5
2521	CHIP	DOHH2	H3K27me3
2522	CHIP	K562	C11orf30
2523	CHIP	mesenchymal stem cell originated from H1-hESC	H4K8ac
2524	CHIP	liver male adult (31 year)	H3K9me3
2525	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF629
2526	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me1
2527	CHIP	K562	ZNF318
2528	CHIP	liver female child (4 years)	RXRA
2529	CHIP	iPS-20b male adult (55 years)	H3K27me3
2530	CHIP	esophagus muscularis mucosa female adult (51 year)	CTCF
2531	CHIP	K562	TARDBP
2532	CHIP	foreskin melanocyte male newborn	H3K9me3
2533	CHIP	stomach female embryo (96 days)	H3K27me3
2534	CHIP	trophoblast cell originated from H1-hESC	H3K4ac
2535	CHIP	neural stem progenitor cell originated from H9	H3K4me3
2536	CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K27me3
2537	CHIP	cingulate gyrus male adult (81 year)	H3K27ac
2538	CHIP	trophoblast cell originated from H1-hESC	H2BK120ac
2539	CHIP	lung female adult (30 years)	H3K4me1
2540	CHIP	HepG2	RBM22
2541	CHIP	trophoblast female embryo (40 weeks)	H3K9me3
2542	CHIP	mesendoderm originated from H1-hESC	H3K79me1
2543	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZSCAN5A
2544	CHIP	stomach female adult (53 years)	H3K27me3
2545	CHIP	temporal lobe male adult (81 year)	H3K27me3
2546	CHIP	heart male embryo (91 day)	H3K4me3
